Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,1.0,1.0
1,0.9997,0.9996,0.9998
2,0.9972,0.997,0.9974
3,0.996,0.9957,0.9962
4,0.9956,0.9953,0.9958
5,0.9947,0.9944,0.995
6,0.9943,0.9939,0.9946
7,0.9941,0.9937,0.9944
8,0.9938,0.9934,0.9941
9,0.9934,0.9931,0.9937
10,0.9932,0.9929,0.9936
11,0.9931,0.9928,0.9934
12,0.993,0.9926,0.9933
13,0.9925,0.9921,0.9928
14,0.9689,0.9682,0.9696
15,0.7022,0.7004,0.704
16,0.2459,0.2442,0.2476
17,0.0552,0.0543,0.0562
18,0.0143,0.0139,0.0148
19,0.0067,0.0064,0.007
20,0.0051,0.0048,0.0054
21,0.0043,0.0041,0.0046
22,0.0041,0.0038,0.0043
23,0.0038,0.0036,0.004
24,0.0037,0.0034,0.0039
25,0.0035,0.0033,0.0038
26,0.0034,0.0032,0.0036
27,0.0033,0.0031,0.0036
28,0.0033,0.0031,0.0035
29,0.0032,0.0029,0.0034
30,0.0031,0.0029,0.0033
