Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9906,1.0
1,1.0,0.9906,1.0
2,0.6609,0.6134,0.7053
3,0.5149,0.4662,0.5632
4,0.4084,0.3616,0.457
5,0.3564,0.3113,0.4043
6,0.3465,0.3018,0.3942
7,0.3317,0.2875,0.379
8,0.3144,0.271,0.3612
9,0.3069,0.264,0.3535
10,0.2698,0.2288,0.3151
11,0.25,0.2103,0.2944
12,0.2252,0.1872,0.2685
13,0.198,0.1621,0.2396
14,0.1832,0.1485,0.2238
15,0.1609,0.1283,0.1999
16,0.151,0.1194,0.1892
17,0.1213,0.093,0.1567
18,0.1139,0.0865,0.1485
19,0.1015,0.0757,0.1348
20,0.0891,0.0651,0.1209
21,0.0866,0.063,0.1181
22,0.0842,0.0608,0.1153
23,0.0817,0.0588,0.1125
24,0.0767,0.0546,0.1069
25,0.0743,0.0525,0.104
26,0.0743,0.0525,0.104
27,0.0743,0.0525,0.104
28,0.0743,0.0525,0.104
29,0.0718,0.0504,0.1012
30,0.0446,0.0284,0.0693
