Day of isolation,Mean,Lower_CI,Upper_CI
0,11.887599175934895,0.46765000970828297,25.665145092833633
1,11.491846734792889,0.040820920066297006,25.26874960643009
2,9.36282691509846,0.0,23.269556086123124
3,7.400288361799697,0.0,21.03158118673252
4,5.690149163843805,0.0,18.639626300640657
5,4.274037215560582,0.0,16.224785854117563
6,3.174249508388128,0.0,13.971079822852063
7,2.5014771712753276,0.0,12.026333853773643
8,2.001396224904023,0.0,10.48598525967672
9,1.606778443862693,0.0,8.884552806882821
10,1.2580447248732298,0.0,7.188735323433332
11,0.9521070969395182,0.0,5.658784477672771
12,0.6898583097573162,0.0,4.303484519373528
13,0.47188258462042804,0.0,3.1286002067085037
14,0.29855828545491464,0.0,2.137889215674889
15,0.16988087913091732,0.0,1.333790671272708
16,0.0835795852509885,0.0,0.7178836691041368
17,0.03966267560854659,0.0,0.29118883845923954
18,0.018534880291638745,0.0,0.05436517207808421
19,0.008862209471523184,0.0,0.0
20,0.0032079812364464596,0.0,0.0
21,0.00025037973775488,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
