Day of isolation,Mean,Lower_CI,Upper_CI
0,11.989994748531863,7.787360141843796,31.776731894919376
1,11.449642521554367,7.278815462136011,31.241304097565692
2,9.51945832110845,5.649304213848756,28.060325999200398
3,7.424869162525882,4.031618325294495,24.602241610868546
4,5.179703382587359,2.4845046269624325,20.77197357194669
5,3.1650829080556298,1.1559560926218602,17.413045655159433
6,1.3331505515226514,0.0,14.50890032626002
7,0.31133510049292523,0.0,11.784857437015397
8,0.0,0.0,9.53461303943524
9,0.0,0.0,7.575438312027434
10,0.0,0.0,5.809000239878744
11,0.0,0.0,4.24186943751772
12,0.0,0.0,2.9941475999621847
13,0.0,0.0,1.9642053495360634
14,0.0,0.0,1.2044140092142215
15,0.0,0.0,0.6137989749683969
16,0.0,0.0,0.22091036255664953
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
