Day of isolation,Mean,Lower_CI,Upper_CI
0,5.7727272727272725,2.0,16.0
1,4.7727272727272725,1.0,15.0
2,3.772727272727273,0.0,14.0
3,3.0681818181818183,0.0,13.0
4,2.8181818181818183,0.0,12.0
5,2.5681818181818183,0.0,11.0
6,2.3181818181818183,0.0,10.0
7,2.0681818181818183,0.0,9.0
8,1.8181818181818181,0.0,8.0
9,1.5681818181818181,0.0,7.0
10,1.3181818181818181,0.0,6.0
11,1.0681818181818181,0.0,5.0
12,0.8181818181818182,0.0,4.0
13,0.5681818181818182,0.0,3.0
14,0.3181818181818182,0.0,2.0
15,0.13636363636363635,0.0,1.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
