Day of isolation,Mean,Lower_CI,Upper_CI
0,14.833180560647978,13.0,17.0
1,13.834647178427385,12.0,16.0
2,12.841280290656979,11.0,15.0
3,11.848538382053931,10.0,14.0
4,10.857579747341756,9.0,13.0
5,9.868137728742376,8.0,12.0
6,8.879787340421986,7.0,11.0
7,7.892420252658245,6.0,10.0
8,6.906186460451318,5.0,9.0
9,5.92181927269091,4.0,8.0
10,4.9393936868771045,3.0,7.0
11,3.959159694676844,2.0,6.0
12,2.9809589680343986,1.0,5.0
13,2.0054164861171295,0.0,4.0
14,1.0565981133962201,0.0,3.0
15,0.37567081097296756,0.0,2.0
16,0.14144528515716143,0.0,1.0
17,0.08680543981867271,0.0,0.0
18,0.0691643611879604,0.0,0.0
19,0.058939702009933,0.0,0.0
20,0.05070664311189627,0.0,0.0
21,0.04341521949268358,0.0,0.0
22,0.03659878004066531,0.0,0.0
23,0.030448985033832206,0.0,0.0
24,0.024824172527582414,0.0,0.0
25,0.019649345021832607,0.0,0.0
26,0.014966167794406854,0.0,0.0
27,0.010699643345221825,0.0,0.0
28,0.00684143861871271,0.0,0.0
29,0.0032998900036665443,0.0,0.0
30,0.0,0.0,0.0
