Day of isolation,Mean,Lower_CI,Upper_CI
0,9.141089108910892,0.0,30.0
1,8.30940594059406,0.0,29.0
2,7.5594059405940595,0.0,28.0
3,7.0594059405940595,0.0,27.0
4,6.5594059405940595,0.0,26.0
5,6.0594059405940595,0.0,25.0
6,5.5594059405940595,0.0,24.0
7,5.064356435643564,0.0,23.0
8,4.569306930693069,0.0,22.0
9,4.089108910891089,0.0,21.0
10,3.6683168316831685,0.0,20.0
11,3.3267326732673266,0.0,19.0
12,3.014851485148515,0.0,18.0
13,2.754950495049505,0.0,17.0
14,2.522277227722772,0.0,16.0
15,2.301980198019802,0.0,15.0
16,2.0816831683168315,0.0,14.0
17,1.8613861386138615,0.0,13.0
18,1.6485148514851484,0.0,12.0
19,1.4356435643564356,0.0,11.0
20,1.2376237623762376,0.0,10.0
21,1.066831683168317,0.0,9.0
22,0.9034653465346535,0.0,8.0
23,0.7524752475247525,0.0,7.0
24,0.6212871287128713,0.0,6.0
25,0.49504950495049505,0.0,5.0
26,0.3787128712871287,0.0,4.0
27,0.2747524752475248,0.0,3.0
28,0.17574257425742573,0.0,2.0
29,0.08168316831683169,0.0,1.0
30,0.0,0.0,0.0
