Day of isolation,Mean,Lower_CI,Upper_CI
0,8.767326732673267,0.0,30.0
1,7.806930693069307,0.0,29.0
2,7.056930693069307,0.0,28.0
3,6.556930693069307,0.0,27.0
4,6.056930693069307,0.0,26.0
5,5.556930693069307,0.0,25.0
6,5.056930693069307,0.0,24.0
7,4.561881188118812,0.0,23.0
8,4.084158415841584,0.0,22.0
9,3.636138613861386,0.0,21.0
10,3.3168316831683167,0.0,20.0
11,3.094059405940594,0.0,19.0
12,2.878712871287129,0.0,18.0
13,2.6633663366336635,0.0,17.0
14,2.448019801980198,0.0,16.0
15,2.232673267326733,0.0,15.0
16,2.017326732673267,0.0,14.0
17,1.801980198019802,0.0,13.0
18,1.5915841584158417,0.0,12.0
19,1.396039603960396,0.0,11.0
20,1.2103960396039604,0.0,10.0
21,1.0396039603960396,0.0,9.0
22,0.8811881188118812,0.0,8.0
23,0.7326732673267327,0.0,7.0
24,0.6014851485148515,0.0,6.0
25,0.4801980198019802,0.0,5.0
26,0.37376237623762376,0.0,4.0
27,0.2698019801980198,0.0,3.0
28,0.17574257425742573,0.0,2.0
29,0.08168316831683169,0.0,1.0
30,0.0,0.0,0.0
