Day of isolation,Mean,Lower_CI,Upper_CI
0,15.067442063948402,13.0,17.0
1,14.067442063948402,12.0,16.0
2,13.068148296292593,11.0,15.0
3,12.069229519262018,10.0,14.0
4,11.07087947801305,9.0,13.0
5,10.073241918952027,8.0,12.0
6,9.07630434239144,7.0,11.0
7,8.079960500987475,6.0,10.0
8,7.084104147396315,5.0,9.0
9,6.089141521461963,4.0,8.0
10,5.094841378965526,3.0,7.0
11,4.101003724906877,2.0,6.0
12,3.1074660633484164,1.0,5.0
13,2.115009624759381,0.0,4.0
14,1.1453401164970876,0.0,3.0
15,0.4375515612109697,0.0,2.0
16,0.19012649683757907,0.0,1.0
17,0.12378440538986525,0.0,0.0
18,0.09962875928101797,0.0,0.0
19,0.08447913802154947,0.0,0.0
20,0.07169820754481138,0.0,0.0
21,0.06039849003774905,0.0,0.0
22,0.05043623909402265,0.0,0.0
23,0.041617709557261066,0.0,0.0
24,0.03375540611484713,0.0,0.0
25,0.0264118397040074,0.0,0.0
26,0.01996200094997625,0.0,0.0
27,0.014237144071398216,0.0,0.0
28,0.009131021724456888,0.0,0.0
29,0.004431139221519462,0.0,0.0
30,0.0,0.0,0.0
