Day of isolation,Mean,Lower_CI,Upper_CI
0,12.645196370090748,11.0,14.0
1,11.648377540561485,10.0,13.0
2,10.652152446188845,9.0,12.0
3,9.657083572910677,8.0,11.0
4,8.662745931351717,7.0,10.0
5,7.668883277918052,6.0,9.0
6,6.675508112297193,5.0,8.0
7,5.683182920426989,4.0,7.0
8,4.691838954026149,3.0,6.0
9,3.7009387265318368,2.0,5.0
10,2.710500987475313,1.0,4.0
11,1.7208132296692582,0.0,3.0
12,0.7555998600034999,0.0,2.0
13,0.18300167495812605,0.0,1.0
14,0.0703044923876903,0.0,0.0
15,0.04717382065448364,0.0,0.0
16,0.0364678383040424,0.0,0.0
17,0.028549286267843303,0.0,0.0
18,0.021986950326241844,0.0,0.0
19,0.016787080322991924,0.0,0.0
20,0.012449688757781055,0.0,0.0
21,0.009056023599410015,0.0,0.0
22,0.006556086097847554,0.0,0.0
23,0.0045873853153671155,0.0,0.0
24,0.0030624234394140146,0.0,0.0
25,0.002018699532511687,0.0,0.0
26,0.0012624684382890427,0.0,0.0
27,0.0006437339066523337,0.0,0.0
28,0.00022499437514062148,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
