Day of isolation,Mean,Lower_CI,Upper_CI
0,12.583316667083324,11.0,14.0
1,11.586497837554061,10.0,13.0
2,10.590272743181421,9.0,12.0
3,9.595203869903253,8.0,11.0
4,8.600778730531736,7.0,10.0
5,7.6068910777230565,6.0,9.0
6,6.613497162570936,5.0,8.0
7,5.621146971325717,4.0,7.0
8,4.629828004299893,3.0,6.0
9,3.638977775555611,2.0,5.0
10,2.6485400364990874,1.0,4.0
11,1.6590835229119272,0.0,3.0
12,0.7007137321566961,0.0,2.0
13,0.16842078948026298,0.0,1.0
14,0.06710457238569036,0.0,0.0
15,0.04617384565385865,0.0,0.0
16,0.03578660533486663,0.0,0.0
17,0.027986800329991752,0.0,0.0
18,0.021530711732206696,0.0,0.0
19,0.016368340791480213,0.0,0.0
20,0.012099697507562311,0.0,0.0
21,0.008812279693007675,0.0,0.0
22,0.006343591410214745,0.0,0.0
23,0.004431139221519462,0.0,0.0
24,0.0029311767205819853,0.0,0.0
25,0.0019437014074648133,0.0,0.0
26,0.001193720156996075,0.0,0.0
27,0.0006312342191445214,0.0,0.0
28,0.00022499437514062148,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
