Day of isolation,Mean,Lower_CI,Upper_CI
0,11.901002474938126,9.0,14.0
1,10.904171145721357,8.0,13.0
2,9.907933551661209,7.0,12.0
3,8.912852178695532,6.0,11.0
4,7.918414539636509,5.0,10.0
5,6.924514387140322,4.0,9.0
6,5.931107972300692,3.0,8.0
7,4.938745281367966,2.0,7.0
8,3.9478325541861454,1.0,6.0
9,2.957982300442489,0.0,5.0
10,2.003399915002125,0.0,4.0
11,1.14864003399915,0.0,3.0
12,0.4644633884152896,0.0,2.0
13,0.1359278518037049,0.0,1.0
14,0.06372965675858104,0.0,0.0
15,0.04528636784080398,0.0,0.0
16,0.03546786330341741,0.0,0.0
17,0.02786180345491363,0.0,0.0
18,0.021480712982175444,0.0,0.0
19,0.01641833954151146,0.0,0.0
20,0.012180945476363092,0.0,0.0
21,0.008887277818054548,0.0,0.0
22,0.006418589535261619,0.0,0.0
23,0.004506137346566336,0.0,0.0
24,0.003018674533136672,0.0,0.0
25,0.0019874503137421564,0.0,0.0
26,0.0012437189070273243,0.0,0.0
27,0.0006624834379140522,0.0,0.0
28,0.00023124421889452764,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
