Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,1.0
5,0.0,0.0,2.0
6,1.0,0.0,3.0
7,2.0,0.0,4.0
8,3.0,0.0,5.0
9,4.0,0.0,6.0
10,5.0,0.0,7.0
11,6.0,0.0,8.0
12,7.0,0.0,9.0
13,8.0,0.0,10.0
14,9.0,0.0,11.0
15,10.0,0.0,12.0
16,11.0,0.0,13.0
17,12.0,1.0,14.0
18,13.0,2.0,15.0
19,14.0,3.0,16.0
20,15.0,4.0,17.0
21,16.0,5.0,18.0
22,17.0,6.0,19.0
23,18.0,7.0,20.0
24,19.0,8.0,21.0
25,20.0,9.0,22.0
26,21.0,10.0,23.0
27,22.0,11.0,24.0
28,23.0,12.0,25.0
29,24.0,13.0,26.0
30,25.0,14.0,27.0
