Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.25,0.0,1.0
5,0.5227272727272727,0.0,2.0
6,1.0227272727272727,0.0,3.0
7,1.5227272727272727,0.0,4.0
8,2.022727272727273,0.0,5.0
9,2.522727272727273,0.0,6.0
10,3.1818181818181817,0.0,7.0
11,3.8863636363636362,0.0,8.0
12,4.590909090909091,0.0,9.0
13,5.295454545454546,0.0,10.0
14,6.090909090909091,0.0,11.0
15,6.931818181818182,0.0,12.0
16,7.886363636363637,0.07499999999999996,13.0
17,8.886363636363637,1.075,14.0
18,9.886363636363637,2.075,15.0
19,10.886363636363637,3.075,16.0
20,11.886363636363637,4.075,17.0
21,12.886363636363637,5.075,18.0
22,13.886363636363637,6.075,19.0
23,14.886363636363637,7.075,20.0
24,15.886363636363637,8.075,21.0
25,16.886363636363637,9.075,22.0
26,17.886363636363637,10.075,23.0
27,18.886363636363637,11.075,24.0
28,19.886363636363637,12.075,25.0
29,20.886363636363637,13.075,26.0
30,21.886363636363637,14.075,27.0
