Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.13861386138613863,0.0,1.0
3,0.7524752475247525,0.0,2.0
4,1.4975247524752475,0.0,3.0
5,2.25990099009901,0.0,4.0
6,3.042079207920792,0.0,5.0
7,3.873762376237624,0.0,6.0
8,4.72029702970297,0.0,7.0
9,5.589108910891089,0.0,8.0
10,6.482673267326732,0.0,9.0
11,7.388613861386139,0.0,10.0
12,8.297029702970297,0.0,11.0
13,9.205445544554456,0.0,12.0
14,10.118811881188119,0.0,13.0
15,11.047029702970297,0.0,14.0
16,11.98019801980198,0.0,15.0
17,12.913366336633663,0.0,16.0
18,13.861386138613861,0.0,17.0
19,14.824257425742575,0.0,18.0
20,15.792079207920793,0.0,19.0
21,16.762376237623762,0.0,20.0
22,17.757425742574256,1.0,21.0
23,18.752475247524753,2.0,22.0
24,19.752475247524753,3.0,23.0
25,20.752475247524753,4.0,24.0
26,21.752475247524753,5.0,25.0
27,22.752475247524753,6.0,26.0
28,23.752475247524753,7.0,27.0
29,24.752475247524753,8.0,28.0
30,25.752475247524753,9.0,29.0
