Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0017874553136171597,0.0,0.0
4,0.004074898127546811,0.0,0.0
5,0.007593560160995975,0.0,0.0
6,0.013630909227269318,0.0,0.0
7,0.10194120146996324,0.0,1.0
8,0.3928214294642634,0.0,2.0
9,0.8790217744556386,0.0,3.0
10,1.5366678333041675,0.0,4.0
11,2.3306167345816355,0.0,5.0
12,3.206701082472938,0.0,6.0
13,4.134021649458764,0.0,7.0
14,5.091428964275893,0.0,8.0
15,6.068629534261643,1.0,9.0
16,7.055223619409515,2.0,10.0
17,8.046298842528937,3.0,11.0
18,9.039517762055949,4.0,12.0
19,10.034180395490113,5.0,13.0
20,11.029586760330991,6.0,14.0
21,12.025693107672309,7.0,15.0
22,13.02259318517037,8.0,16.0
23,14.019918252043698,9.0,17.0
24,15.017768305792355,10.0,18.0
25,16.015899602509936,11.0,19.0
26,17.01436839079023,12.0,20.0
27,18.013243418914527,13.0,21.0
28,19.01235594110147,14.0,22.0
29,20.01168095797605,15.0,23.0
30,21.011062223444412,16.0,24.0
