Day of isolation,Mean,Lower_CI,Upper_CI
0,10.477722772277227,1.0,30.0
1,9.477722772277227,0.0,29.0
2,8.67079207920792,0.0,28.0
3,7.923267326732673,0.0,27.0
4,7.2227722772277225,0.0,26.0
5,6.576732673267327,0.0,25.0
6,5.948019801980198,0.0,24.0
7,5.396039603960396,0.0,23.0
8,4.888613861386139,0.0,22.0
9,4.388613861386139,0.0,21.0
10,3.9084158415841586,0.0,20.0
11,3.467821782178218,0.0,19.0
12,3.0643564356435644,0.0,18.0
13,2.698019801980198,0.0,17.0
14,2.376237623762376,0.0,16.0
15,2.0841584158415842,0.0,15.0
16,1.811881188118812,0.0,14.0
17,1.5594059405940595,0.0,13.0
18,1.3613861386138615,0.0,12.0
19,1.1856435643564356,0.0,11.0
20,1.0222772277227723,0.0,10.0
21,0.8737623762376238,0.0,9.0
22,0.7475247524752475,0.0,8.0
23,0.6262376237623762,0.0,7.0
24,0.5074257425742574,0.0,6.0
25,0.3910891089108911,0.0,5.0
26,0.29207920792079206,0.0,4.0
27,0.2079207920792079,0.0,3.0
28,0.13366336633663367,0.0,2.0
29,0.06683168316831684,0.0,1.0
30,0.0,0.0,0.0
