Day of isolation,Mean,Lower_CI,Upper_CI
0,4.25,1.0,21.0
1,3.25,0.0,20.0
2,2.3886138613861387,0.0,19.0
3,2.0024752475247523,0.0,18.0
4,1.7524752475247525,0.0,17.0
5,1.5148514851485149,0.0,16.0
6,1.3143564356435644,0.0,15.0
7,1.1608910891089108,0.0,14.0
8,1.0198019801980198,0.0,13.0
9,0.9084158415841584,0.0,12.0
10,0.801980198019802,0.0,11.0
11,0.7004950495049505,0.0,10.0
12,0.6089108910891089,0.0,9.0
13,0.5173267326732673,0.0,8.0
14,0.42574257425742573,0.0,7.0
15,0.33910891089108913,0.0,6.0
16,0.2623762376237624,0.0,5.0
17,0.19554455445544555,0.0,4.0
18,0.12871287128712872,0.0,3.0
19,0.07673267326732673,0.0,2.0
20,0.04207920792079208,0.0,1.0
21,0.009900990099009901,0.0,0.0
22,0.0049504950495049506,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
