Day of isolation,Mean,Lower_CI,Upper_CI
0,9.590909090909092,1.0,24.0
1,8.590909090909092,0.0,23.0
2,7.840909090909091,0.0,22.0
3,7.090909090909091,0.0,21.0
4,6.340909090909091,0.0,20.0
5,5.590909090909091,0.0,19.0
6,4.840909090909091,0.0,18.0
7,4.159090909090909,0.0,17.0
8,3.522727272727273,0.0,16.0
9,3.0681818181818183,0.0,15.0
10,2.772727272727273,0.0,14.0
11,2.522727272727273,0.0,13.0
12,2.272727272727273,0.0,12.0
13,2.022727272727273,0.0,11.0
14,1.7727272727272727,0.0,10.0
15,1.5227272727272727,0.0,9.0
16,1.2727272727272727,0.0,8.0
17,1.0227272727272727,0.0,7.0
18,0.7727272727272727,0.0,6.0
19,0.5227272727272727,0.0,5.0
20,0.38636363636363635,0.0,4.0
21,0.2727272727272727,0.0,3.0
22,0.18181818181818182,0.0,2.0
23,0.09090909090909091,0.0,1.0
24,0.022727272727272728,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
