Day of isolation,Mean,Lower_CI,Upper_CI
0,4.084158415841584,1.0,18.92500000000001
1,3.0841584158415842,0.0,17.92500000000001
2,2.222772277227723,0.0,16.92500000000001
3,1.8366336633663367,0.0,15.925000000000011
4,1.5816831683168318,0.0,14.925000000000011
5,1.3440594059405941,0.0,13.925000000000011
6,1.1262376237623761,0.0,12.925000000000011
7,0.9579207920792079,0.0,11.925000000000011
8,0.8044554455445545,0.0,10.925000000000011
9,0.6732673267326733,0.0,9.925000000000011
10,0.5668316831683168,0.0,8.925000000000011
11,0.47277227722772275,0.0,7.925000000000011
12,0.3811881188118812,0.0,6.925000000000011
13,0.30198019801980197,0.0,5.925000000000011
14,0.23514851485148514,0.0,4.925000000000011
15,0.16831683168316833,0.0,3.9250000000000114
16,0.12376237623762376,0.0,2.9250000000000114
17,0.09158415841584158,0.0,1.9250000000000114
18,0.06188118811881188,0.0,0.9250000000000114
19,0.034653465346534656,0.0,0.0
20,0.009900990099009901,0.0,0.0
21,0.0049504950495049506,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
