Day of isolation,Mean,Lower_CI,Upper_CI
0,0.9849,0.982,0.9873
1,0.9849,0.982,0.9873
2,0.9846,0.9817,0.9871
3,0.9799,0.9766,0.9827
4,0.9723,0.9684,0.9756
5,0.9638,0.9594,0.9676
6,0.9334,0.9277,0.9387
7,0.8407,0.8325,0.8486
8,0.6407,0.6301,0.6511
9,0.3526,0.3422,0.3631
10,0.2008,0.1921,0.2097
11,0.1079,0.1013,0.1149
12,0.0489,0.0443,0.0538
13,0.025,0.0218,0.0286
14,0.017,0.0144,0.0201
15,0.0141,0.0118,0.0169
16,0.0135,0.0112,0.0163
17,0.0124,0.0102,0.015
18,0.0115,0.0094,0.0141
19,0.011,0.0089,0.0135
20,0.0109,0.0088,0.0134
21,0.0106,0.0086,0.0131
22,0.0096,0.0077,0.012
23,0.0091,0.0073,0.0115
24,0.0086,0.0068,0.0109
25,0.0077,0.006,0.0099
26,0.0065,0.005,0.0085
27,0.0061,0.0046,0.0081
28,0.0052,0.0039,0.0071
29,0.0049,0.0036,0.0067
30,0.0047,0.0035,0.0065
