Day of isolation,Mean,Lower_CI,Upper_CI
0,0.9883,0.9857,0.9904
1,0.9883,0.9857,0.9904
2,0.9883,0.9857,0.9904
3,0.9871,0.9844,0.9894
4,0.7971,0.7881,0.8058
5,0.4541,0.4433,0.4651
6,0.3551,0.3447,0.3656
7,0.2687,0.2591,0.2786
8,0.204,0.1953,0.213
9,0.1348,0.1275,0.1425
10,0.0931,0.0869,0.0996
11,0.0592,0.0543,0.0646
12,0.0359,0.032,0.0402
13,0.021,0.0181,0.0244
14,0.0156,0.0131,0.0186
15,0.0141,0.0118,0.0169
16,0.0131,0.0108,0.0159
17,0.0121,0.0099,0.0148
18,0.012,0.0098,0.0146
19,0.012,0.0098,0.0146
20,0.0112,0.0092,0.0138
21,0.0104,0.0084,0.0128
22,0.0096,0.0077,0.012
23,0.0091,0.0073,0.0115
24,0.0086,0.0068,0.0109
25,0.0079,0.0062,0.0101
26,0.0072,0.0056,0.0094
27,0.0067,0.0052,0.0088
28,0.0052,0.0039,0.0071
29,0.005,0.0037,0.0068
30,0.005,0.0037,0.0068
