Day of isolation,Mean,Lower_CI,Upper_CI
0,0.9883,0.9857,0.9904
1,0.9883,0.9857,0.9904
2,0.9883,0.9857,0.9904
3,0.9871,0.9844,0.9894
4,0.9463,0.9411,0.951
5,0.7065,0.6964,0.7164
6,0.5286,0.5177,0.5395
7,0.3729,0.3624,0.3836
8,0.2697,0.2601,0.2796
9,0.1724,0.1643,0.1808
10,0.1128,0.1061,0.1199
11,0.0707,0.0653,0.0765
12,0.0401,0.036,0.0446
13,0.0234,0.0203,0.0269
14,0.0165,0.0139,0.0195
15,0.0139,0.0115,0.0167
16,0.0126,0.0104,0.0153
17,0.0115,0.0094,0.0141
18,0.011,0.0089,0.0135
19,0.0106,0.0086,0.0131
20,0.0104,0.0084,0.0128
21,0.0102,0.0083,0.0127
22,0.0094,0.0075,0.0117
23,0.0089,0.007,0.0112
24,0.0084,0.0066,0.0106
25,0.0076,0.0059,0.0098
26,0.0067,0.0052,0.0088
27,0.0064,0.0048,0.0084
28,0.0055,0.0041,0.0074
29,0.0052,0.0039,0.0071
30,0.005,0.0037,0.0068
