Day of isolation,Mean,Lower_CI,Upper_CI
0,5.409334440181954,2.9426239570546437,7.986865215627187
1,5.409334440181954,2.9426239570546437,7.986865215627187
2,4.8484997751391585,2.6573102397750494,7.119168537986713
3,3.803077658538604,2.00727341012427,5.738595636053768
4,2.714654075065412,1.2605230650503039,4.358943708875005
5,1.7662611663825385,0.6532103028264202,3.0374141306969187
6,1.0150117840477957,0.22299436213018264,1.959909232710224
7,0.48007499154594196,0.0,1.113907732440926
8,0.1677892177147763,0.0,0.542448461290161
9,0.05961903308902351,0.0,0.16197616633341827
10,0.04208598035032164,0.0,0.0
11,0.034896532504958756,0.0,0.0
12,0.029730782246009453,0.0,0.0
13,0.025714438005538735,0.0,0.0
14,0.02244287979673597,0.0,0.0
15,0.01970971541361266,0.0,0.0
16,0.017359109373305294,0.0,0.0
17,0.015297911177476302,0.0,0.0
18,0.013458614395777729,0.0,0.0
19,0.011795371587952987,0.0,0.0
20,0.010283312003491366,0.0,0.0
21,0.00889847136741776,0.0,0.0
22,0.0076272785843728725,0.0,0.0
23,0.006458633053224558,0.0,0.0
24,0.0053850571029041274,0.0,0.0
25,0.00439969697720528,0.0,0.0
26,0.0034957506266132823,0.0,0.0
27,0.0026685801372565657,0.0,0.0
28,0.0019120604145964042,0.0,0.0
29,0.001218879276689011,0.0,0.0
30,0.0005824734644656489,0.0,0.0
