Day of isolation,Mean,Lower_CI,Upper_CI
0,7.891446463838404,7.0,9.0
1,6.89169645758856,6.0,8.0
2,5.894490137746557,5.0,7.0
3,4.898983775405615,4.0,6.0
4,3.9061210969725755,3.0,5.0
5,2.9145208869778254,2.0,4.0
6,1.924014399640009,1.0,3.0
7,0.944457638559036,0.0,2.0
8,0.19510137246568834,0.0,1.0
9,0.05021749456263593,0.0,0.0
10,0.03041173970650734,0.0,0.0
11,0.02262443438914027,0.0,0.0
12,0.017680807979800504,0.0,0.0
13,0.013918402039949,0.0,0.0
14,0.010999725006874829,0.0,0.0
15,0.008568535786605335,0.0,0.0
16,0.006524836879078023,0.0,0.0
17,0.004893627659308517,0.0,0.0
18,0.003612409689757756,0.0,0.0
19,0.0026374340641483964,0.0,0.0
20,0.0017874553136171597,0.0,0.0
21,0.0010874728131796704,0.0,0.0
22,0.0005062373440663983,0.0,0.0
23,0.0002624934376640584,0.0,0.0
24,0.00017499562510937225,0.0,0.0
25,9.999750006249843e-05,0.0,0.0
26,4.999875003124922e-05,0.0,0.0
27,3.124921876953076e-05,0.0,0.0
28,1.2499687507812304e-05,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
