Day of isolation,Mean,Lower_CI,Upper_CI
0,1.770849478763031,1.0,6.0
1,0.7824804379890503,0.0,5.0
2,0.39360890977725554,0.0,4.0
3,0.24711257218569535,0.0,3.0
4,0.17152071198220045,0.0,2.0
5,0.12507812304692384,0.0,1.0
6,0.09301642458938526,0.0,0.0
7,0.07126696832579185,0.0,0.0
8,0.054273643158921026,0.0,0.0
9,0.04081772955676108,0.0,0.0
10,0.03035549111272218,0.0,0.0
11,0.022993175170620734,0.0,0.0
12,0.01789955251118722,0.0,0.0
13,0.013980900477488062,0.0,0.0
14,0.01093097672558186,0.0,0.0
15,0.008343541411464714,0.0,0.0
16,0.006231094222644434,0.0,0.0
17,0.004593635159121022,0.0,0.0
18,0.0034061648458788532,0.0,0.0
19,0.0025499362515937103,0.0,0.0
20,0.0018937026574335641,0.0,0.0
21,0.0013249668758281044,0.0,0.0
22,0.0008999775005624859,0.0,0.0
23,0.0006312342191445214,0.0,0.0
24,0.00041248968775780604,0.0,0.0
25,0.0002624934376640584,0.0,0.0
26,0.0001187470313242169,0.0,0.0
27,2.499937501562461e-05,0.0,0.0
28,6.249843753906152e-06,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
