Day of isolation,Mean,Lower_CI,Upper_CI
0,5.326798080047999,3.0,8.0
1,4.327454313642159,2.0,7.0
2,3.3306542336441587,1.0,6.0
3,2.3355541111472213,0.0,5.0
4,1.3636346591335216,0.0,4.0
5,0.6535836604084898,0.0,3.0
6,0.25067498312542186,0.0,2.0
7,0.09070398240043999,0.0,1.0
8,0.05057373565660858,0.0,0.0
9,0.03473663158421039,0.0,0.0
10,0.02469313267168321,0.0,0.0
11,0.01821204469888253,0.0,0.0
12,0.013837154071148222,0.0,0.0
13,0.010493487662808429,0.0,0.0
14,0.007924801879953002,0.0,0.0
15,0.005856103597410065,0.0,0.0
16,0.004168645783855404,0.0,0.0
17,0.0028999275018124545,0.0,0.0
18,0.0019812004699882504,0.0,0.0
19,0.0013874653133671658,0.0,0.0
20,0.0009187270318242044,0.0,0.0
21,0.0006062348441288968,0.0,0.0
22,0.0004062398440038999,0.0,0.0
23,0.0002624934376640584,0.0,0.0
24,0.00017499562510937225,0.0,0.0
25,9.999750006249843e-05,0.0,0.0
26,4.999875003124922e-05,0.0,0.0
27,3.124921876953076e-05,0.0,0.0
28,1.2499687507812304e-05,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
