Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9995,1.0
1,1.0,0.9995,1.0
2,0.99,0.9876,0.992
3,0.9745,0.9708,0.9777
4,0.938,0.9325,0.9431
5,0.8708,0.8633,0.878
6,0.8226,0.8141,0.8308
7,0.7403,0.7305,0.7497
8,0.6883,0.678,0.6983
9,0.6342,0.6236,0.6447
10,0.5653,0.5545,0.5762
11,0.4908,0.4798,0.5017
12,0.3936,0.3829,0.4043
13,0.2894,0.2795,0.2994
14,0.206,0.1973,0.215
15,0.1477,0.1401,0.1556
16,0.1059,0.0994,0.1129
17,0.0701,0.0647,0.0759
18,0.0447,0.0404,0.0495
19,0.0326,0.0289,0.0367
20,0.022,0.019,0.0254
21,0.0199,0.017,0.0232
22,0.0184,0.0156,0.0215
23,0.0154,0.0129,0.0183
24,0.0149,0.0124,0.0178
25,0.0131,0.0108,0.0159
26,0.013,0.0107,0.0157
27,0.0125,0.0103,0.0152
28,0.0116,0.0095,0.0142
29,0.0097,0.0078,0.0121
30,0.0089,0.007,0.0112
