Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9995,1.0
1,1.0,0.9995,1.0
2,0.9718,0.9679,0.9752
3,0.7,0.6899,0.71
4,0.5272,0.5163,0.5382
5,0.4651,0.4542,0.4761
6,0.4368,0.4259,0.4477
7,0.4168,0.406,0.4276
8,0.3942,0.3835,0.4049
9,0.3616,0.3511,0.3722
10,0.3173,0.3072,0.3276
11,0.2619,0.2524,0.2716
12,0.2023,0.1936,0.2112
13,0.1515,0.1439,0.1596
14,0.1101,0.1034,0.1171
15,0.086,0.08,0.0923
16,0.0656,0.0604,0.0712
17,0.047,0.0426,0.0518
18,0.0386,0.0346,0.0431
19,0.0301,0.0266,0.0341
20,0.0247,0.0216,0.0284
21,0.0214,0.0184,0.0248
22,0.0197,0.0169,0.023
23,0.0187,0.016,0.022
24,0.0182,0.0155,0.0214
25,0.0169,0.0143,0.0199
26,0.0161,0.0136,0.0191
27,0.016,0.0135,0.019
28,0.0145,0.0121,0.0174
29,0.0136,0.0113,0.0164
30,0.0117,0.0096,0.0143
