Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9906,1.0
1,1.0,0.9906,1.0
2,0.7228,0.6772,0.7642
3,0.6609,0.6134,0.7053
4,0.6188,0.5705,0.6648
5,0.5099,0.4613,0.5583
6,0.5,0.4515,0.5485
7,0.4901,0.4417,0.5387
8,0.4777,0.4295,0.5264
9,0.4356,0.3881,0.4844
10,0.4035,0.3568,0.452
11,0.3391,0.2947,0.3866
12,0.2995,0.2569,0.3459
13,0.2673,0.2265,0.3125
14,0.2252,0.1872,0.2685
15,0.2153,0.178,0.258
16,0.146,0.1149,0.1838
17,0.1262,0.0973,0.1622
18,0.1213,0.093,0.1567
19,0.104,0.0778,0.1375
20,0.0916,0.0672,0.1237
21,0.0792,0.0567,0.1097
22,0.0693,0.0484,0.0983
23,0.0668,0.0463,0.0955
24,0.0668,0.0463,0.0955
25,0.0668,0.0463,0.0955
26,0.0569,0.0382,0.084
27,0.0495,0.0323,0.0752
28,0.0495,0.0323,0.0752
29,0.0495,0.0323,0.0752
30,0.0495,0.0323,0.0752
