Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9995,1.0
1,1.0,0.9995,1.0
2,1.0,0.9995,1.0
3,1.0,0.9995,1.0
4,0.9783,0.9748,0.9812
5,0.823,0.8144,0.8312
6,0.5507,0.5398,0.5616
7,0.4479,0.437,0.4588
8,0.3819,0.3713,0.3926
9,0.3395,0.3292,0.3499
10,0.2804,0.2706,0.2903
11,0.2158,0.2069,0.2249
12,0.1598,0.1519,0.168
13,0.1117,0.105,0.1188
14,0.0813,0.0755,0.0875
15,0.062,0.0569,0.0675
16,0.0486,0.0441,0.0535
17,0.0356,0.0318,0.0399
18,0.0259,0.0226,0.0296
19,0.0209,0.018,0.0242
20,0.0185,0.0158,0.0217
21,0.0156,0.0131,0.0186
22,0.0154,0.0129,0.0183
23,0.0147,0.0123,0.0176
24,0.0142,0.0119,0.0171
25,0.0127,0.0105,0.0154
26,0.0126,0.0104,0.0153
27,0.0125,0.0103,0.0152
28,0.0122,0.0101,0.0149
29,0.0112,0.0092,0.0138
30,0.01,0.008,0.0124
