Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9906,1.0
1,1.0,0.9906,1.0
2,0.2748,0.2335,0.3202
3,0.2426,0.2033,0.2867
4,0.1683,0.135,0.2079
5,0.1411,0.1105,0.1784
6,0.1064,0.08,0.1403
7,0.1015,0.0757,0.1348
8,0.0916,0.0672,0.1237
9,0.0916,0.0672,0.1237
10,0.0916,0.0672,0.1237
11,0.0743,0.0525,0.104
12,0.0668,0.0463,0.0955
13,0.0668,0.0463,0.0955
14,0.0396,0.0245,0.0634
15,0.0347,0.0208,0.0573
16,0.0297,0.0171,0.0512
17,0.0248,0.0135,0.045
18,0.005,0.0014,0.0179
19,0.0,0.0,0.0094
20,0.0,0.0,0.0094
21,0.0,0.0,0.0094
22,0.0,0.0,0.0094
23,0.0,0.0,0.0094
24,0.0,0.0,0.0094
25,0.0,0.0,0.0094
26,0.0,0.0,0.0094
27,0.0,0.0,0.0094
28,0.0,0.0,0.0094
29,0.0,0.0,0.0094
30,0.0,0.0,0.0094
