Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9995,1.0
1,1.0,0.9995,1.0
2,1.0,0.9995,1.0
3,1.0,0.9995,1.0
4,1.0,0.9995,1.0
5,0.9998,0.9991,0.9999
6,0.9976,0.9963,0.9985
7,0.9885,0.9859,0.9906
8,0.9675,0.9634,0.9712
9,0.8881,0.881,0.8948
10,0.6306,0.6199,0.6411
11,0.3668,0.3563,0.3774
12,0.2268,0.2177,0.2361
13,0.1525,0.1448,0.1606
14,0.1057,0.0991,0.1126
15,0.0766,0.071,0.0826
16,0.0525,0.0478,0.0576
17,0.0345,0.0307,0.0387
18,0.0262,0.023,0.03
19,0.0201,0.0173,0.0234
20,0.0167,0.0142,0.0198
21,0.0139,0.0115,0.0167
22,0.0131,0.0108,0.0159
23,0.0129,0.0106,0.0156
24,0.0115,0.0094,0.0141
25,0.0112,0.0092,0.0138
26,0.0106,0.0086,0.0131
27,0.0105,0.0085,0.013
28,0.0102,0.0083,0.0127
29,0.0091,0.0073,0.0115
30,0.0082,0.0065,0.0105
