Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9995,1.0
1,1.0,0.9995,1.0
2,1.0,0.9995,1.0
3,1.0,0.9995,1.0
4,1.0,0.9995,1.0
5,0.9998,0.9991,0.9999
6,0.9834,0.9803,0.986
7,0.8948,0.8879,0.9013
8,0.6429,0.6324,0.6534
9,0.4619,0.451,0.4728
10,0.3614,0.351,0.372
11,0.2841,0.2743,0.2941
12,0.2035,0.1948,0.2125
13,0.1361,0.1287,0.1437
14,0.0987,0.0924,0.1054
15,0.0701,0.0647,0.0759
16,0.0506,0.046,0.0556
17,0.0332,0.0295,0.0374
18,0.0256,0.0224,0.0293
19,0.0205,0.0176,0.0238
20,0.0164,0.0138,0.0194
21,0.0141,0.0118,0.0169
22,0.0127,0.0105,0.0154
23,0.0122,0.0101,0.0149
24,0.0112,0.0092,0.0138
25,0.0106,0.0086,0.0131
26,0.0105,0.0085,0.013
27,0.0099,0.0079,0.0123
28,0.0096,0.0077,0.012
29,0.009,0.0071,0.0113
30,0.0081,0.0064,0.0103
