Day of isolation,Mean,Lower_CI,Upper_CI
0,14.453339572939138,9.615266919977167,26.05911181377965
1,13.033993589634257,8.134996757487452,24.575906381071928
2,9.49157285446495,4.812305747644478,21.901513348875042
3,6.668230969724917,1.798365039080076,19.302020846314946
4,4.593003879479908,0.0963797499784274,16.81147874619182
5,3.2782302154337284,0.0,14.455705106772061
6,2.407653592315623,0.0,12.253270561562081
7,1.7086523396350017,0.0,10.217044971525079
8,1.1795904322716488,0.0,8.3557238596015
9,0.8202871089332262,0.0,6.675083567297735
10,0.5815586370081941,0.0,5.178918622615713
11,0.39296406477922124,0.0,3.869703565507743
12,0.25189325901589293,0.0,2.7490444320067864
13,0.15500870137420583,0.0,1.8179804386429947
14,0.09294126712775083,0.0,1.0771826704720415
15,0.04861333203068661,0.0,0.5270839439698496
16,0.01971406724511732,0.0,0.1679631739332006
17,0.0038597251070039114,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
