Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9906,1.0
1,1.0,0.9906,1.0
2,1.0,0.9906,1.0
3,0.7252,0.6798,0.7665
4,0.5198,0.4711,0.5681
5,0.4332,0.3857,0.4819
6,0.3936,0.3471,0.442
7,0.3564,0.3113,0.4043
8,0.3564,0.3113,0.4043
9,0.3515,0.3065,0.3992
10,0.3465,0.3018,0.3942
11,0.3441,0.2994,0.3917
12,0.3094,0.2663,0.3561
13,0.297,0.2546,0.3433
14,0.2871,0.2452,0.3331
15,0.2723,0.2312,0.3177
16,0.255,0.2149,0.2996
17,0.2426,0.2033,0.2867
18,0.2178,0.1803,0.2606
19,0.2054,0.1689,0.2475
20,0.1683,0.135,0.2079
21,0.1485,0.1172,0.1865
22,0.1312,0.1017,0.1676
23,0.0965,0.0714,0.1292
24,0.0941,0.0693,0.1265
25,0.0916,0.0672,0.1237
26,0.0916,0.0672,0.1237
27,0.0891,0.0651,0.1209
28,0.0866,0.063,0.1181
29,0.0817,0.0588,0.1125
30,0.0792,0.0567,0.1097
