Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9906,1.0
1,1.0,0.9906,1.0
2,0.8416,0.8028,0.8739
3,0.5223,0.4736,0.5705
4,0.5,0.4515,0.5485
5,0.5,0.4515,0.5485
6,0.5,0.4515,0.5485
7,0.5,0.4515,0.5485
8,0.5,0.4515,0.5485
9,0.5,0.4515,0.5485
10,0.5,0.4515,0.5485
11,0.5,0.4515,0.5485
12,0.4579,0.41,0.5067
13,0.3985,0.3519,0.447
14,0.3391,0.2947,0.3866
15,0.302,0.2592,0.3484
16,0.255,0.2149,0.2996
17,0.2252,0.1872,0.2685
18,0.2203,0.1826,0.2632
19,0.2203,0.1826,0.2632
20,0.2153,0.178,0.258
21,0.2153,0.178,0.258
22,0.2153,0.178,0.258
23,0.2129,0.1758,0.2554
24,0.2129,0.1758,0.2554
25,0.203,0.1666,0.2449
26,0.2005,0.1644,0.2423
27,0.1856,0.1508,0.2265
28,0.1782,0.144,0.2185
29,0.1559,0.1238,0.1945
30,0.146,0.1149,0.1838
