Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9906,1.0
1,1.0,0.9906,1.0
2,1.0,0.9906,1.0
3,0.7401,0.6952,0.7805
4,0.4777,0.4295,0.5264
5,0.3911,0.3447,0.4395
6,0.3762,0.3304,0.4244
7,0.3515,0.3065,0.3992
8,0.3465,0.3018,0.3942
9,0.3465,0.3018,0.3942
10,0.3465,0.3018,0.3942
11,0.3342,0.2899,0.3815
12,0.3094,0.2663,0.3561
13,0.297,0.2546,0.3433
14,0.2748,0.2335,0.3202
15,0.2649,0.2242,0.3099
16,0.2525,0.2126,0.297
17,0.2376,0.1987,0.2815
18,0.2129,0.1758,0.2554
19,0.1955,0.1598,0.237
20,0.1609,0.1283,0.1999
21,0.1361,0.1061,0.173
22,0.1213,0.093,0.1567
23,0.0965,0.0714,0.1292
24,0.0941,0.0693,0.1265
25,0.0916,0.0672,0.1237
26,0.0916,0.0672,0.1237
27,0.0891,0.0651,0.1209
28,0.0866,0.063,0.1181
29,0.0817,0.0588,0.1125
30,0.0792,0.0567,0.1097
