Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9995,1.0
1,1.0,0.9995,1.0
2,0.9941,0.9922,0.9956
3,0.975,0.9714,0.9782
4,0.9348,0.9292,0.94
5,0.9068,0.9002,0.913
6,0.8811,0.8738,0.888
7,0.8506,0.8426,0.8582
8,0.8118,0.8031,0.8203
9,0.7942,0.7852,0.8029
10,0.7884,0.7793,0.7972
11,0.7822,0.7731,0.7911
12,0.775,0.7657,0.784
13,0.7656,0.7562,0.7748
14,0.7606,0.7511,0.7698
15,0.7544,0.7448,0.7637
16,0.7496,0.74,0.759
17,0.7195,0.7096,0.7292
18,0.5553,0.5444,0.5662
19,0.4,0.3894,0.4108
20,0.3175,0.3074,0.3277
21,0.2582,0.2488,0.2679
22,0.2236,0.2146,0.2329
23,0.1914,0.1829,0.2002
24,0.1678,0.1598,0.1761
25,0.1427,0.1352,0.1505
26,0.1226,0.1156,0.1299
27,0.1078,0.1012,0.1148
28,0.0948,0.0886,0.1014
29,0.0815,0.0757,0.0877
30,0.0715,0.066,0.0773
