Day of isolation,Mean,Lower_CI,Upper_CI
0,17.522693182670434,15.0,21.0
1,16.522693182670434,14.0,20.0
2,15.522693182670434,13.0,19.0
3,14.523374415639609,12.0,18.0
4,13.524455638609036,11.0,17.0
5,12.52606184845379,10.0,16.0
6,11.52825554361141,9.0,15.0
7,10.530867978300542,8.0,14.0
8,9.534074148146296,7.0,13.0
9,8.5377615559611,6.0,12.0
10,7.541986450338742,5.0,11.0
11,6.546892577685558,4.0,10.0
12,5.552273693157671,3.0,9.0
13,4.558173545661359,2.0,8.0
14,3.5643796405089874,1.0,7.0
15,2.5717044573885652,0.0,6.0
16,1.5968850778730532,0.0,5.0
17,0.7840741481462964,0.0,4.0
18,0.3459163520911977,0.0,3.0
19,0.18849528761780956,0.0,2.0
20,0.13010924726881828,0.0,1.0
21,0.10312242193945151,0.0,0.0
22,0.08567910802229944,0.0,0.0
23,0.07089197770055748,0.0,0.0
24,0.057879803004924874,0.0,0.0
25,0.0459176020599485,0.0,0.0
26,0.03501787455313617,0.0,0.0
27,0.025118122046948826,0.0,0.0
28,0.01616209594760131,0.0,0.0
29,0.007774805629859253,0.0,0.0
30,0.0,0.0,0.0
