Day of isolation,Mean,Lower_CI,Upper_CI
0,10.457920792079207,2.0,30.0
1,9.457920792079207,1.0,29.0
2,8.477722772277227,0.0,28.0
3,7.955445544554456,0.0,27.0
4,7.455445544554456,0.0,26.0
5,6.955445544554456,0.0,25.0
6,6.455445544554456,0.0,24.0
7,5.955445544554456,0.0,23.0
8,5.455445544554456,0.0,22.0
9,4.955445544554456,0.0,21.0
10,4.455445544554456,0.0,20.0
11,3.985148514851485,0.0,19.0
12,3.626237623762376,0.0,18.0
13,3.3613861386138613,0.0,17.0
14,3.133663366336634,0.0,16.0
15,2.905940594059406,0.0,15.0
16,2.6856435643564356,0.0,14.0
17,2.4653465346534653,0.0,13.0
18,2.25,0.0,12.0
19,2.0346534653465347,0.0,11.0
20,1.8193069306930694,0.0,10.0
21,1.603960396039604,0.0,9.0
22,1.3886138613861385,0.0,8.0
23,1.1757425742574257,0.0,7.0
24,0.9653465346534653,0.0,6.0
25,0.7797029702970297,0.0,5.0
26,0.6039603960396039,0.0,4.0
27,0.4405940594059406,0.0,3.0
28,0.28217821782178215,0.0,2.0
29,0.1311881188118812,0.0,1.0
30,0.0,0.0,0.0
