Day of isolation,Mean,Lower_CI,Upper_CI
0,17.205768141061963,15.0,20.0
1,16.205993133562213,14.0,19.0
2,15.20951801606613,13.0,18.0
3,14.21538448718376,12.0,17.0
4,13.222092596913436,11.0,16.0
5,12.229775674144195,10.0,15.0
6,11.238725375820806,9.0,14.0
7,10.24885837138762,8.0,13.0
8,9.26015799473351,7.0,12.0
9,8.272332588913702,6.0,11.0
10,7.285440485317156,5.0,10.0
11,6.30005666477784,4.0,9.0
12,5.316431118962702,3.0,8.0
13,4.335013832872238,2.0,7.0
14,3.3554548181727277,1.0,6.0
15,2.378345721809273,0.0,5.0
16,1.4257441418619379,0.0,4.0
17,0.6541531948935035,0.0,3.0
18,0.26351621612612913,0.0,2.0
19,0.13284557181427287,0.0,1.0
20,0.08998866704443186,0.0,0.0
21,0.07075597480083998,0.0,0.0
22,0.05869804339855338,0.0,0.0
23,0.048940035332155594,0.0,0.0
24,0.040306989767007764,0.0,0.0
25,0.03234892170260991,0.0,0.0
26,0.025007499750008332,0.0,0.0
27,0.018107729742341924,0.0,0.0
28,0.011682943901869938,0.0,0.0
29,0.00564147861737942,0.0,0.0
30,0.0,0.0,0.0
