Day of isolation,Mean,Lower_CI,Upper_CI
0,17.45240118997025,15.0,20.0
1,16.45240118997025,14.0,19.0
2,15.452401189970251,13.0,18.0
3,14.453082422939426,12.0,17.0
4,13.45409489762756,11.0,16.0
5,12.455219869503262,10.0,15.0
6,11.45695732606685,9.0,14.0
7,10.459282267943301,8.0,13.0
8,9.462407189820254,7.0,12.0
9,8.466019599510012,6.0,11.0
10,7.470219494512637,5.0,10.0
11,6.475113122171946,4.0,9.0
12,5.480487987800305,3.0,8.0
13,4.486387840303992,2.0,7.0
14,3.492537686557836,1.0,6.0
15,2.5000999975000626,0.0,5.0
16,1.5288180295492613,0.0,4.0
17,0.7350566235844104,0.0,3.0
18,0.3248418789530262,0.0,2.0
19,0.17995175120621984,0.0,1.0
20,0.12651558711032224,0.0,0.0
21,0.1015849603759906,0.0,0.0
22,0.08475413114672133,0.0,0.0
23,0.07028574285642859,0.0,0.0
24,0.057392315192120194,0.0,0.0
25,0.04553011174720632,0.0,0.0
26,0.0347428814279643,0.0,0.0
27,0.024911877203069924,0.0,0.0
28,0.015980850478738033,0.0,0.0
29,0.007674808129796755,0.0,0.0
30,0.0,0.0,0.0
