Day of isolation,Mean,Lower_CI,Upper_CI
0,8.759900990099009,2.0,30.0
1,7.75990099009901,1.0,29.0
2,6.75990099009901,0.0,28.0
3,6.017326732673268,0.0,27.0
4,5.391089108910891,0.0,26.0
5,4.891089108910891,0.0,25.0
6,4.477722772277228,0.0,24.0
7,4.101485148514851,0.0,23.0
8,3.75,0.0,22.0
9,3.4084158415841586,0.0,21.0
10,3.0742574257425743,0.0,20.0
11,2.757425742574257,0.0,19.0
12,2.472772277227723,0.0,18.0
13,2.2054455445544554,0.0,17.0
14,1.9603960396039604,0.0,16.0
15,1.74009900990099,0.0,15.0
16,1.5371287128712872,0.0,14.0
17,1.3514851485148516,0.0,13.0
18,1.1856435643564356,0.0,12.0
19,1.0297029702970297,0.0,11.0
20,0.900990099009901,0.0,10.0
21,0.7846534653465347,0.0,9.0
22,0.6707920792079208,0.0,8.0
23,0.5792079207920792,0.0,7.0
24,0.4900990099009901,0.0,6.0
25,0.4034653465346535,0.0,5.0
26,0.31683168316831684,0.0,4.0
27,0.23267326732673269,0.0,3.0
28,0.15099009900990099,0.0,2.0
29,0.07425742574257425,0.0,1.0
30,0.0,0.0,0.0
