Day of isolation,Mean,Lower_CI,Upper_CI
0,13.148893083353473,10.63502567173841,16.322785516259554
1,11.71683381739885,9.077856717401456,14.974926783362521
2,7.884511495702898,5.745548780854341,10.639768789728887
3,4.748324483927515,3.1530382406726543,6.941922974297306
4,2.399415832130776,1.3287306338217468,4.014473043004447
5,0.8497773447137397,0.2774470941677234,1.8797811958905326
6,0.10117356993004661,0.0,0.5414326610259581
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
