Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9995,1.0
1,1.0,0.9995,1.0
2,1.0,0.9995,1.0
3,1.0,0.9995,1.0
4,1.0,0.9995,1.0
5,1.0,0.9995,1.0
6,1.0,0.9995,1.0
7,0.9999,0.9993,1.0
8,0.9911,0.9888,0.993
9,0.948,0.9429,0.9527
10,0.7795,0.7703,0.7884
11,0.5115,0.5005,0.5224
12,0.3937,0.383,0.4044
13,0.3135,0.3034,0.3237
14,0.2521,0.2427,0.2618
15,0.1928,0.1843,0.2016
16,0.1466,0.139,0.1545
17,0.1076,0.101,0.1145
18,0.0866,0.0806,0.0929
19,0.07,0.0646,0.0758
20,0.0557,0.0509,0.061
21,0.043,0.0388,0.0476
22,0.0329,0.0292,0.037
23,0.0265,0.0232,0.0302
24,0.0206,0.0177,0.024
25,0.0172,0.0146,0.0203
26,0.0159,0.0134,0.0188
27,0.015,0.0126,0.0179
28,0.0141,0.0118,0.0169
29,0.0124,0.0102,0.015
30,0.0117,0.0096,0.0143
