Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9906,1.0
1,1.0,0.9906,1.0
2,0.8069,0.7656,0.8425
3,0.7475,0.703,0.7874
4,0.7005,0.6541,0.7431
5,0.646,0.5982,0.6911
6,0.6287,0.5806,0.6744
7,0.552,0.5032,0.5998
8,0.5074,0.4588,0.5559
9,0.5,0.4515,0.5485
10,0.4802,0.4319,0.5289
11,0.4406,0.393,0.4893
12,0.4035,0.3568,0.452
13,0.3663,0.3208,0.4144
14,0.3218,0.2781,0.3688
15,0.297,0.2546,0.3433
16,0.2723,0.2312,0.3177
17,0.2525,0.2126,0.297
18,0.198,0.1621,0.2396
19,0.1757,0.1417,0.2159
20,0.1634,0.1305,0.2026
21,0.1485,0.1172,0.1865
22,0.1262,0.0973,0.1622
23,0.1213,0.093,0.1567
24,0.1188,0.0908,0.154
25,0.1163,0.0886,0.1513
26,0.099,0.0736,0.132
27,0.0842,0.0608,0.1153
28,0.0743,0.0525,0.104
29,0.0668,0.0463,0.0955
30,0.0668,0.0463,0.0955
