Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9906,1.0
1,1.0,0.9906,1.0
2,0.8069,0.7656,0.8425
3,0.7475,0.703,0.7874
4,0.7005,0.6541,0.7431
5,0.646,0.5982,0.6911
6,0.6188,0.5705,0.6648
7,0.5322,0.4834,0.5803
8,0.5,0.4515,0.5485
9,0.495,0.4466,0.5436
10,0.4802,0.4319,0.5289
11,0.4431,0.3954,0.4918
12,0.4158,0.3688,0.4645
13,0.3837,0.3376,0.432
14,0.3267,0.2828,0.3739
15,0.3144,0.271,0.3612
16,0.2822,0.2405,0.328
17,0.2525,0.2126,0.297
18,0.2252,0.1872,0.2685
19,0.2005,0.1644,0.2423
20,0.1634,0.1305,0.2026
21,0.1559,0.1238,0.1945
22,0.1436,0.1127,0.1811
23,0.1213,0.093,0.1567
24,0.1188,0.0908,0.154
25,0.1163,0.0886,0.1513
26,0.099,0.0736,0.132
27,0.099,0.0736,0.132
28,0.0743,0.0525,0.104
29,0.0718,0.0504,0.1012
30,0.0668,0.0463,0.0955
