Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9995,1.0
1,1.0,0.9995,1.0
2,1.0,0.9995,1.0
3,1.0,0.9995,1.0
4,1.0,0.9995,1.0
5,1.0,0.9995,1.0
6,0.9996,0.9989,0.9999
7,0.9067,0.9001,0.9129
8,0.6509,0.6404,0.6613
9,0.482,0.4711,0.493
10,0.3919,0.3813,0.4027
11,0.3293,0.3191,0.3397
12,0.2792,0.2695,0.2892
13,0.236,0.2268,0.2454
14,0.1797,0.1714,0.1882
15,0.1308,0.1236,0.1384
16,0.0992,0.0928,0.1059
17,0.0756,0.07,0.0816
18,0.0622,0.0571,0.0677
19,0.0511,0.0465,0.0561
20,0.0415,0.0373,0.0461
21,0.0336,0.0299,0.0378
22,0.0264,0.0231,0.0301
23,0.0217,0.0188,0.0252
24,0.0185,0.0158,0.0217
25,0.0165,0.0139,0.0195
26,0.0155,0.013,0.0184
27,0.0144,0.012,0.0172
28,0.0139,0.0115,0.0167
29,0.0126,0.0104,0.0153
30,0.0117,0.0096,0.0143
