Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9906,1.0
1,1.0,0.9906,1.0
2,0.8069,0.7656,0.8425
3,0.7475,0.703,0.7874
4,0.7005,0.6541,0.7431
5,0.646,0.5982,0.6911
6,0.6287,0.5806,0.6744
7,0.599,0.5505,0.6457
8,0.5322,0.4834,0.5803
9,0.5074,0.4588,0.5559
10,0.5,0.4515,0.5485
11,0.4678,0.4197,0.5166
12,0.4381,0.3905,0.4869
13,0.4208,0.3736,0.4695
14,0.349,0.3041,0.3967
15,0.3267,0.2828,0.3739
16,0.2871,0.2452,0.3331
17,0.2624,0.2219,0.3074
18,0.2351,0.1964,0.2789
19,0.2153,0.178,0.258
20,0.1931,0.1575,0.2344
21,0.1782,0.144,0.2185
22,0.1436,0.1127,0.1811
23,0.1386,0.1083,0.1757
24,0.1337,0.1039,0.1703
25,0.1337,0.1039,0.1703
26,0.099,0.0736,0.132
27,0.0916,0.0672,0.1237
28,0.0866,0.063,0.1181
29,0.0866,0.063,0.1181
30,0.0866,0.063,0.1181
