Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9995,1.0
1,1.0,0.9995,1.0
2,1.0,0.9995,1.0
3,1.0,0.9995,1.0
4,1.0,0.9995,1.0
5,1.0,0.9995,1.0
6,1.0,0.9995,1.0
7,0.9928,0.9906,0.9944
8,0.9253,0.9193,0.9308
9,0.7935,0.7845,0.8022
10,0.6022,0.5914,0.6129
11,0.4798,0.4688,0.4907
12,0.415,0.4043,0.4259
13,0.3507,0.3403,0.3612
14,0.2957,0.2858,0.3058
15,0.2366,0.2274,0.2461
16,0.1853,0.1769,0.1939
17,0.1381,0.1307,0.1458
18,0.1052,0.0987,0.1121
19,0.083,0.0771,0.0892
20,0.0666,0.0613,0.0723
21,0.0507,0.0461,0.0558
22,0.0396,0.0355,0.0441
23,0.0315,0.0279,0.0355
24,0.026,0.0227,0.0297
25,0.0206,0.0177,0.024
26,0.0174,0.0147,0.0205
27,0.0166,0.014,0.0197
28,0.016,0.0135,0.019
29,0.0141,0.0118,0.0169
30,0.0136,0.0113,0.0164
