Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9995,1.0
1,1.0,0.9995,1.0
2,1.0,0.9995,1.0
3,1.0,0.9995,1.0
4,1.0,0.9995,1.0
5,1.0,0.9995,1.0
6,1.0,0.9995,1.0
7,0.9999,0.9993,1.0
8,0.9871,0.9844,0.9894
9,0.7981,0.7892,0.8068
10,0.474,0.4631,0.485
11,0.3398,0.3295,0.3503
12,0.2634,0.2538,0.2731
13,0.2125,0.2037,0.2216
14,0.1662,0.1582,0.1745
15,0.1149,0.1081,0.1221
16,0.0833,0.0775,0.0896
17,0.0601,0.0551,0.0655
18,0.0494,0.0448,0.0543
19,0.0382,0.0342,0.0427
20,0.0317,0.0281,0.0358
21,0.0239,0.0207,0.0274
22,0.0191,0.0163,0.0224
23,0.016,0.0135,0.019
24,0.0132,0.011,0.016
25,0.0125,0.0103,0.0152
26,0.0116,0.0095,0.0142
27,0.011,0.0089,0.0135
28,0.011,0.0089,0.0135
29,0.0109,0.0088,0.0134
30,0.0107,0.0087,0.0132
