Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9995,1.0
1,1.0,0.9995,1.0
2,1.0,0.9995,1.0
3,1.0,0.9995,1.0
4,1.0,0.9995,1.0
5,1.0,0.9995,1.0
6,1.0,0.9995,1.0
7,0.9993,0.9984,0.9997
8,0.9924,0.9902,0.9941
9,0.9814,0.9782,0.9841
10,0.9435,0.9383,0.9484
11,0.8732,0.8657,0.8803
12,0.729,0.7192,0.7386
13,0.5708,0.56,0.5816
14,0.426,0.4152,0.4369
15,0.3321,0.3218,0.3425
16,0.252,0.2426,0.2616
17,0.1824,0.1741,0.191
18,0.1361,0.1287,0.1437
19,0.1039,0.0975,0.1108
20,0.0831,0.0772,0.0893
21,0.0653,0.0601,0.071
22,0.0457,0.0414,0.0505
23,0.0356,0.0318,0.0399
24,0.0289,0.0254,0.0328
25,0.0221,0.0191,0.0256
26,0.0201,0.0173,0.0234
27,0.0187,0.016,0.022
28,0.0174,0.0147,0.0205
29,0.0159,0.0134,0.0188
30,0.0142,0.0119,0.0171
