Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9906,1.0
1,1.0,0.9906,1.0
2,0.8069,0.7656,0.8425
3,0.7475,0.703,0.7874
4,0.7005,0.6541,0.7431
5,0.646,0.5982,0.6911
6,0.6287,0.5806,0.6744
7,0.599,0.5505,0.6457
8,0.552,0.5032,0.5998
9,0.5149,0.4662,0.5632
10,0.5074,0.4588,0.5559
11,0.4901,0.4417,0.5387
12,0.453,0.4051,0.5017
13,0.4406,0.393,0.4893
14,0.4134,0.3664,0.462
15,0.3614,0.316,0.4093
16,0.3144,0.271,0.3612
17,0.2723,0.2312,0.3177
18,0.2302,0.1918,0.2737
19,0.2005,0.1644,0.2423
20,0.1683,0.135,0.2079
21,0.1411,0.1105,0.1784
22,0.1386,0.1083,0.1757
23,0.1386,0.1083,0.1757
24,0.1337,0.1039,0.1703
25,0.1287,0.0995,0.1649
26,0.099,0.0736,0.132
27,0.0916,0.0672,0.1237
28,0.0866,0.063,0.1181
29,0.0866,0.063,0.1181
30,0.0866,0.063,0.1181
