Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9906,1.0
1,1.0,0.9906,1.0
2,0.8069,0.7656,0.8425
3,0.7475,0.703,0.7874
4,0.7005,0.6541,0.7431
5,0.646,0.5982,0.6911
6,0.6287,0.5806,0.6744
7,0.599,0.5505,0.6457
8,0.552,0.5032,0.5998
9,0.5149,0.4662,0.5632
10,0.5,0.4515,0.5485
11,0.4802,0.4319,0.5289
12,0.4455,0.3978,0.4943
13,0.4134,0.3664,0.462
14,0.3441,0.2994,0.3917
15,0.3069,0.264,0.3535
16,0.2797,0.2382,0.3254
17,0.2599,0.2195,0.3048
18,0.2252,0.1872,0.2685
19,0.2005,0.1644,0.2423
20,0.1881,0.153,0.2291
21,0.1535,0.1216,0.1919
22,0.1436,0.1127,0.1811
23,0.1386,0.1083,0.1757
24,0.1337,0.1039,0.1703
25,0.1337,0.1039,0.1703
26,0.099,0.0736,0.132
27,0.0916,0.0672,0.1237
28,0.0866,0.063,0.1181
29,0.0866,0.063,0.1181
30,0.0866,0.063,0.1181
