Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9995,1.0
1,1.0,0.9995,1.0
2,1.0,0.9995,1.0
3,1.0,0.9995,1.0
4,0.9996,0.9989,0.9999
5,0.9596,0.9551,0.9637
6,0.8243,0.8158,0.8325
7,0.6208,0.6101,0.6314
8,0.4935,0.4826,0.5045
9,0.4464,0.4355,0.4573
10,0.3934,0.3828,0.4042
11,0.3531,0.3427,0.3636
12,0.3236,0.3134,0.3339
13,0.2787,0.269,0.2887
14,0.2256,0.2166,0.2349
15,0.1755,0.1674,0.184
16,0.1323,0.1251,0.1399
17,0.1047,0.0982,0.1116
18,0.0841,0.0782,0.0904
19,0.0705,0.0651,0.0763
20,0.0561,0.0513,0.0614
21,0.0466,0.0422,0.0514
22,0.0401,0.036,0.0446
23,0.034,0.0302,0.0382
24,0.028,0.0246,0.0318
25,0.0235,0.0204,0.027
26,0.0211,0.0182,0.0245
27,0.0194,0.0166,0.0226
28,0.0182,0.0155,0.0214
29,0.0159,0.0134,0.0188
30,0.0146,0.0122,0.0175
