Day of isolation,Mean,Lower_CI,Upper_CI
0,5.636921171643794,0.0,19.940692049536494
1,5.636921171643794,0.0,19.940692049536494
2,4.633943346867944,0.0,18.999319029316712
3,3.987976266704392,0.0,17.339720607465615
4,3.4515889256630476,0.0,15.261483268324149
5,2.9271795882572533,0.0,13.129439493846794
6,2.4319269094548606,0.0,11.10335901290424
7,1.9779843659073897,0.0,9.228345805747836
8,1.569521649613825,0.0,7.518957907689356
9,1.2082257173904483,0.0,5.980844382359968
10,0.8948906116208903,0.0,4.616602358938894
11,0.6299308910509577,0.0,3.4275789660686335
12,0.41357820214426916,0.0,2.4145328831582935
13,0.2459678256810581,0.0,1.5779157055553243
14,0.1271810755993167,0.0,0.9180063764708075
15,0.05726776947849805,0.0,0.43498150417246606
16,0.019770323554807942,0.0,0.128954728508754
17,0.0021387826686543043,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
