Day of isolation,Mean,Lower_CI,Upper_CI
0,25.67061108752069,0.3022713518273301,40.312150852083484
1,25.67061108752069,0.3022713518273301,40.312150852083484
2,23.438485750678232,0.0,37.34081722224008
3,20.51121469304969,0.0,34.829451971215526
4,17.228639056248248,0.0,31.9803345345163
5,13.971215305384508,0.0,29.942495866563267
6,10.984530539235724,0.0,27.699068178548334
7,8.33031148031434,0.0,26.018093303325376
8,5.992499560958544,0.0,23.646603589506476
9,4.024103858424426,0.0,21.43354639302101
10,2.449127639696579,0.0,19.588336060380602
11,1.2591149087301403,0.0,17.4508517004621
12,0.44489025597896426,0.0,15.46636455125274
13,0.036538048551922664,0.0,13.840359313272481
14,0.0,0.0,12.12093741512451
15,0.0,0.0,10.421534900734626
16,0.0,0.0,8.858053857191667
17,0.0,0.0,7.39458502212188
18,0.0,0.0,6.062988489341065
19,0.0,0.0,4.916240729946648
20,0.0,0.0,3.861188054170251
21,0.0,0.0,2.9794207852261287
22,0.0,0.0,2.1684063093206705
23,0.0,0.0,1.4937252849645137
24,0.0,0.0,0.9932962243345784
25,0.0,0.0,0.5592802738938554
26,0.0,0.0,0.24905891982861572
27,0.0,0.0,0.0678559854810603
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
