Day of isolation,Mean,Lower_CI,Upper_CI
0,2.643446863323648,0.9238580295188028,4.550765488760382
1,2.643446863323648,0.9238580295188028,4.550765488760382
2,1.1010261281543388,0.3685970989572446,1.7317266368840825
3,0.2776842434143034,0.0,1.0849758747898681
4,0.07924950151732248,0.0,0.5944337746667401
5,0.025061007317839164,0.0,0.23866013524698282
6,0.007516458309990239,0.0,0.03622559003700143
7,0.0010352628664157234,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
