Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.30198019801980197,0.0,1.0
2,0.8539603960396039,0.0,2.0
3,1.4232673267326732,0.0,3.0
4,1.9925742574257426,0.0,4.0
5,2.5693069306930694,0.0,5.0
6,3.150990099009901,0.0,6.0
7,3.792079207920792,0.0,7.0
8,4.5495049504950495,0.0,8.0
9,5.381188118811881,0.0,9.0
10,6.215346534653466,0.0,10.0
11,7.061881188118812,0.0,11.0
12,7.908415841584159,0.0,12.0
13,8.757425742574258,0.0,13.0
14,9.623762376237623,0.0,14.0
15,10.512376237623762,0.0,15.0
16,11.410891089108912,0.0,16.0
17,12.334158415841584,0.0,17.0
18,13.274752475247524,0.0,18.0
19,14.220297029702971,0.0,19.0
20,15.173267326732674,0.0,20.0
21,16.13118811881188,0.0,21.0
22,17.096534653465348,0.0,22.0
23,18.076732673267326,1.0,23.0
24,19.059405940594058,2.0,24.0
25,20.054455445544555,3.0,25.0
26,21.04950495049505,4.0,26.0
27,22.04950495049505,5.0,27.0
28,23.04950495049505,6.0,28.0
29,24.04950495049505,7.0,29.0
30,25.04950495049505,8.0,30.0
