Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.25,0.0,1.0
2,0.5,0.0,2.0
3,1.1363636363636365,0.0,3.0
4,2.090909090909091,0.07499999999999996,4.0
5,3.090909090909091,1.075,5.0
6,4.090909090909091,2.075,6.0
7,5.090909090909091,3.075,7.0
8,6.090909090909091,4.075,8.0
9,7.090909090909091,5.075,9.0
10,8.090909090909092,6.075,10.0
11,9.090909090909092,7.075,11.0
12,10.090909090909092,8.075,12.0
13,11.090909090909092,9.075,13.0
14,12.090909090909092,10.075,14.0
15,13.090909090909092,11.075,15.0
16,14.090909090909092,12.075,16.0
17,15.090909090909092,13.075,17.0
18,16.09090909090909,14.075,18.0
19,17.09090909090909,15.075,19.0
20,18.09090909090909,16.075,20.0
21,19.09090909090909,17.075,21.0
22,20.09090909090909,18.075,22.0
23,21.09090909090909,19.075,23.0
24,22.09090909090909,20.075,24.0
25,23.09090909090909,21.075,25.0
26,24.09090909090909,22.075,26.0
27,25.09090909090909,23.075,27.0
28,26.09090909090909,24.075,28.0
29,27.09090909090909,25.075,29.0
30,28.09090909090909,26.075,30.0
