Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0031811704707382315,0.0,0.0
2,0.006956076098097548,0.0,0.0
3,0.011887202819929502,0.0,0.0
4,0.017474563135921602,0.0,0.0
5,0.02358691032724182,0.0,0.0
6,0.030199245018874527,0.0,0.0
7,0.03784905377365566,0.0,0.0
8,0.04648633784155396,0.0,0.0
9,0.0555673608159796,0.0,0.0
10,0.0651108722281943,0.0,0.0
11,0.07544186395340116,0.0,0.0
12,0.11315342116447089,0.0,1.0
13,0.5624859378515538,0.0,2.0
14,1.4581635459113522,0.0,3.0
15,2.4365140871478213,1.0,4.0
16,3.426014349641259,2.0,5.0
17,4.41820829479263,3.0,6.0
18,5.411752206194845,4.0,7.0
19,6.4065773355666105,5.0,8.0
20,7.402277443063923,6.0,9.0
21,8.398908777280568,7.0,10.0
22,9.396440088997775,8.0,11.0
23,10.394521386965327,9.0,12.0
24,11.393021424464388,10.0,13.0
25,12.392033949151271,11.0,14.0
26,13.391283967900803,12.0,15.0
27,14.390683982900427,13.0,16.0
28,15.390265243368916,14.0,17.0
29,16.390040248993774,15.0,18.0
30,17.390040248993774,16.0,19.0
