Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0031811704707382315,0.0,0.0
2,0.006956076098097548,0.0,0.0
3,0.011887202819929502,0.0,0.0
4,0.01746206344841379,0.0,0.0
5,0.023574410639734006,0.0,0.0
6,0.03018049548761281,0.0,0.0
7,0.03783030424239394,0.0,0.0
8,0.04666133346666333,0.0,0.0
9,0.055904852378690535,0.0,0.0
10,0.0655108622284443,0.0,0.0
11,0.07774180645483864,0.0,0.0
12,0.13406539836504086,0.0,1.0
13,0.621603209919752,0.0,2.0
14,1.522843178920527,0.0,3.0
15,2.501862453438664,1.0,4.0
16,3.4915189620259492,2.0,5.0
17,4.483719157021074,3.0,6.0
18,5.477263068423289,4.0,7.0
19,6.472106947326317,5.0,8.0
20,7.467813304667383,6.0,9.0
21,8.464450888727782,7.0,10.0
22,9.461988450288743,8.0,11.0
23,10.460069748256293,9.0,12.0
24,11.458601034974127,10.0,13.0
25,12.457644808879778,11.0,14.0
26,13.456919827004326,12.0,15.0
27,14.45635109122272,13.0,16.0
28,15.455932351691208,14.0,17.0
29,16.45570735731607,15.0,18.0
30,17.45570735731607,16.0,19.0
