Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0031811704707382315,0.0,0.0
2,0.007024824379390515,0.0,0.0
3,0.011968450788730281,0.0,0.0
4,0.01754331141721457,0.0,0.0
5,0.023655658608534788,0.0,0.0
6,0.030267993300167495,0.0,0.0
7,0.03791780205494863,0.0,0.0
8,0.04655508612284693,0.0,0.0
9,0.05562985925351866,0.0,0.0
10,0.06517337066573335,0.0,0.0
11,0.07536061598460038,0.0,0.0
12,0.10632859178520537,0.0,1.0
13,0.5142933926651834,0.0,2.0
14,1.3985587860303492,0.0,3.0
15,2.3759031024224395,1.0,4.0
16,3.365272118197045,2.0,5.0
17,4.357428564285893,3.0,6.0
18,5.3509349766255845,4.0,7.0
19,6.345753856153596,5.0,8.0
20,7.341428964275893,6.0,9.0
21,8.338041548961275,7.0,10.0
22,9.335560360990975,8.0,11.0
23,10.333641658958525,9.0,12.0
24,11.332141696457589,10.0,13.0
25,12.331154221144471,11.0,14.0
26,13.330404239894003,12.0,15.0
27,14.329804254893627,13.0,16.0
28,15.329385515362116,14.0,17.0
29,16.329160520986974,15.0,18.0
30,17.329160520986974,16.0,19.0
